ChronicFactKey,LocationKey,YearKey,IndicatorKey,StratificationKey,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit
13558,20,9,95,12,4.4000,4.4000,4.0000,4.8000
13559,33,9,127,12,10.1000,10.1000,8.1000,12.5000
13560,11,9,124,12,10.8000,10.8000,9.2000,12.6000
13561,11,9,34,12,6565.0000,6565.0000,,
13562,20,9,186,12,31.7000,31.7000,29.6000,34.0000
13563,29,9,68,12,2.6000,2.6000,1.2000,5.3000
13564,41,9,73,12,33.4000,33.4000,29.4000,37.6000
13565,20,9,155,12,37.6000,37.6000,35.4000,39.8000
13566,46,9,6,12,25.3000,25.3000,23.4000,27.3000
13567,33,9,140,12,30.6000,30.6000,28.3000,33.1000
13568,20,9,150,12,114.6000,114.6000,110.8000,118.5000
13569,11,9,47,12,1750.0000,1750.0000,,
13570,40,9,115,12,72.4000,72.4000,68.6000,75.8000
13571,46,9,20,12,509.0000,509.0000,,
13572,33,9,9,12,5.2000,5.2000,4.0000,6.8000
13573,33,9,41,12,4.1000,4.1000,3.2000,5.2000
13574,40,9,117,12,36.5000,36.5000,34.1000,38.9000
13575,41,9,6,12,30.6000,30.6000,29.1000,32.1000
13576,20,9,158,12,5.7000,5.7000,4.7000,8.2000
13577,40,9,80,12,138.8000,138.8000,136.8000,140.7000
13578,40,9,81,12,19173.0000,19173.0000,,
13579,46,9,36,12,12.8000,12.8000,11.5000,14.2000
13580,30,9,179,12,2987.0000,2987.0000,,
13581,13,9,178,12,7.3000,7.3000,7.0000,7.5000
13582,29,9,72,12,68.1000,68.1000,62.4000,73.3000
13583,55,9,13,12,84.2000,84.2000,80.2000,87.6000
13584,41,9,25,12,6.8000,6.8000,5.8000,8.0000
13585,46,9,31,12,32.4000,32.4000,30.1000,34.7000
13586,13,9,60,12,61.7200,61.7200,60.9800,62.4600
13587,13,9,117,12,37.9000,37.9000,36.5000,39.4000
13588,20,9,51,12,26.6000,26.6000,24.6000,28.6000
13589,10,9,154,12,5.3000,5.3000,3.4000,8.0000
13590,31,9,155,12,33.0000,33.0000,31.1000,35.0000
13591,4,9,88,12,1.0000,1.0000,.7000,1.3000
13592,36,9,151,12,12.9000,12.9000,11.8000,14.0000
13593,1,9,158,12,4.5000,4.5000,3.8000,5.3000
13594,12,9,136,12,21.9000,21.9000,21.6000,22.2000
13595,16,9,172,12,35.5000,35.5000,33.9000,37.2000
13596,14,9,68,12,8.4000,8.4000,6.1000,11.4000
13597,10,9,201,12,12.9000,12.9000,12.0000,13.8000
13598,19,9,15,12,36.0000,36.0000,31.9000,40.3000
13599,31,9,10,12,11.4000,11.4000,8.3000,15.4000
13600,36,9,7,12,53.6000,53.6000,49.7000,57.5000
13601,10,9,104,12,8.2000,8.2000,6.3000,10.7000
13602,19,9,77,12,47.3000,47.3000,27.3000,68.1000
13603,12,9,170,12,4.9600,4.9600,4.9300,4.9900
13604,31,9,158,12,4.7000,4.7000,4.0000,5.8000
13605,14,9,86,12,52.2000,52.2000,47.5000,56.9000
13606,14,9,203,12,15.1000,15.1000,11.4000,19.7000
13607,4,9,36,12,15.1000,15.1000,14.2000,15.9000
13608,10,9,106,12,23.4000,23.4000,21.3000,25.5000
13609,47,9,5,12,34.6000,34.6000,33.2000,36.1000
13610,47,9,92,12,6358.0000,6358.0000,,
13611,37,9,77,12,32.8000,32.8000,30.6000,35.0000
13612,37,9,196,12,31.5000,31.5000,29.1000,34.0000
13613,37,9,92,12,568.0000,568.0000,,
13614,47,9,178,12,8.0000,8.0000,7.6000,9.2000
13615,47,9,58,12,32.7000,32.7000,31.0000,34.4000
13616,47,9,150,12,101.3000,101.3000,98.9000,103.8000
13617,37,9,47,12,1041.0000,1041.0000,,
13618,37,9,136,12,22.3000,22.3000,20.4000,24.2000
13619,16,9,115,12,72.8000,72.8000,70.5000,75.0000
13620,27,9,125,12,27.2000,27.2000,24.0000,30.5000
13621,7,9,174,12,41.4000,41.4000,39.2000,43.6000
13622,18,9,161,12,28.3000,28.3000,26.8000,29.9000
13623,3,9,32,12,80.3000,80.3000,78.2000,82.2000
13624,3,9,138,12,1.0000,1.0000,.6000,1.8000
13625,8,9,110,12,866.0000,866.0000,,
13626,8,9,119,12,22.8000,22.8000,21.4000,24.3000
13627,38,9,64,12,14.1000,14.1000,12.9000,15.2000
13628,51,9,49,12,7.3000,7.3000,6.9000,7.8000
13629,8,9,199,12,90.0000,90.0000,86.2000,92.8000
13630,27,9,1,12,13.3000,13.3000,11.6000,15.2000
13631,7,9,160,12,18.3000,18.3000,16.6000,20.2000
13632,23,9,95,12,3.9000,3.9000,3.4000,4.3000
13633,35,9,117,12,45.3000,45.3000,43.2000,47.3000
13634,7,9,100,12,16.1000,16.1000,10.4000,24.2000
13635,8,9,201,12,18.5000,18.5000,17.1000,19.9000
13636,23,9,22,12,1277.0000,1277.0000,,
13637,8,9,116,12,35.4000,35.4000,33.8000,37.0000
13638,51,9,188,12,25.8000,25.8000,24.8000,26.8000
13639,18,9,133,12,7.8000,7.8000,6.3000,9.6000
13640,7,9,75,12,62.1000,62.1000,59.1000,65.0000
13641,8,9,189,12,8.6000,8.6000,7.8000,9.3000
13642,18,9,81,12,3962.0000,3962.0000,,
13643,18,9,134,12,15.6000,15.6000,14.2000,17.1000
13644,18,9,40,12,75.2000,75.2000,73.5000,76.8000
13645,7,9,47,12,8409.0000,8409.0000,,
13646,35,9,168,12,54.4000,54.4000,52.0000,56.8000
13647,8,9,122,12,5.2000,5.2000,4.4000,6.2000
13648,38,9,152,12,2.6000,2.6000,2.4000,2.8000
13649,7,9,117,12,53.0000,53.0000,50.7000,55.4000
13650,7,9,72,12,60.2000,60.2000,53.5000,66.6000
13651,23,9,86,12,38.8000,38.8000,33.1000,44.8000
13652,8,9,125,12,26.7000,26.7000,21.8000,32.1000
13653,38,9,131,12,53.2000,53.2000,51.4000,55.0000
13654,8,9,29,12,13.4000,13.4000,12.3000,14.6000
13655,18,9,10,12,6.3000,6.3000,5.4000,7.4000
13656,7,9,105,12,13.9000,13.9000,12.6000,15.2000
13657,18,9,185,12,138.4000,138.4000,135.7000,141.1000
13658,8,9,168,12,45.5000,45.5000,44.0000,47.1000
13659,7,9,126,12,38.8000,38.8000,31.8000,46.3000
13660,38,9,50,12,12.9000,12.9000,11.9000,13.9000
13661,38,9,16,12,36.0000,36.0000,,
13662,8,9,121,12,24.1000,24.1000,22.8000,25.5000
13663,27,9,159,12,1.8000,1.8000,1.6000,2.0000
13664,23,9,127,12,9.7000,9.7000,8.3000,11.3000
13665,27,9,113,12,20.4000,20.4000,19.3000,21.5000
13666,7,9,62,12,4.5000,4.5000,4.1000,4.9000
13667,7,9,181,12,31.9000,31.9000,25.9000,38.6000
13668,38,9,186,12,33.7000,33.7000,32.1000,35.3000
13669,18,9,34,12,53848.0000,53848.0000,,
13670,27,9,56,12,26.7000,26.7000,25.5000,27.9000
13671,7,9,70,12,14.5000,14.5000,7.3000,26.8000
13672,51,9,110,12,1873.0000,1873.0000,,
13673,3,9,95,12,3.6000,3.6000,3.4000,3.9000
13674,8,9,13,12,90.7000,90.7000,87.4000,93.2000
13675,35,9,98,12,30.1000,30.1000,27.1000,33.4000
13676,8,9,50,12,14.2000,14.2000,13.2000,15.2000
13677,23,9,202,12,19.5000,19.5000,17.5000,21.7000
13678,18,9,62,12,3.1000,3.1000,2.8000,3.3000
13679,5,9,50,4,13.8000,13.8000,11.9000,15.9000
13680,36,9,26,4,82.2000,82.2000,80.5000,83.9000
13681,1,9,89,4,1.2000,1.2000,.9000,1.4000
13682,36,9,106,4,28.9000,28.9000,25.4000,32.6000
13683,10,9,47,4,622.0000,622.0000,,
13684,1,9,75,4,28.0000,28.0000,26.7000,29.2000
13685,12,9,149,4,15.1000,15.1000,14.7000,15.5000
13686,1,9,28,4,36.2000,36.2000,31.5000,41.3000
13687,10,9,155,4,37.0000,37.0000,34.9000,39.1000
13688,12,9,6,4,28.4000,28.4000,27.9000,28.9000
13689,10,9,48,4,26.4000,26.4000,19.2000,35.1000
13690,53,9,158,4,3.9000,3.9000,2.9000,5.4000
13691,44,9,167,4,833.0000,833.0000,,
13692,54,9,41,4,19.1000,19.1000,17.4000,20.9000
13693,53,9,96,4,3.4000,3.4000,2.9000,3.8000
13694,45,9,202,4,21.2000,21.2000,18.9000,23.8000
13695,44,9,127,4,12.2000,12.2000,11.0000,13.6000
13696,37,9,9,4,3.3000,3.3000,2.3000,4.8000
13697,47,9,25,4,3.0000,3.0000,2.0000,4.3000
13698,16,9,64,4,19.8000,19.8000,18.0000,21.8000
13699,37,9,117,4,45.2000,45.2000,41.7000,48.7000
13700,47,9,76,4,121.1000,121.1000,115.6000,126.6000
13701,47,9,118,4,20.6000,20.6000,18.0000,23.3000
13702,37,9,82,4,14.1000,14.1000,11.9000,16.7000
13703,47,9,178,4,7.6000,7.6000,7.0000,9.1000
13704,47,9,160,4,20.6000,20.6000,18.4000,23.0000
13705,47,9,155,4,41.9000,41.9000,38.9000,45.0000
13706,37,9,141,4,5.0000,5.0000,4.7000,5.6000
13707,47,9,179,4,464.0000,464.0000,,
13708,16,9,117,4,47.9000,47.9000,45.5000,50.2000
13709,47,9,153,4,43.9000,43.9000,39.1000,48.9000
13710,37,9,136,4,23.0000,23.0000,20.3000,26.0000
13711,37,9,47,4,198.0000,198.0000,,
13712,47,9,75,4,16.9000,16.9000,14.9000,19.0000
13713,37,9,106,4,26.1000,26.1000,21.1000,31.7000
13714,47,9,92,4,1246.0000,1246.0000,,
13715,37,9,155,4,34.5000,34.5000,31.2000,37.9000
13716,37,9,96,4,2.8000,2.8000,2.3000,3.3000
13717,16,9,25,4,6.7000,6.7000,5.6000,7.9000
13718,16,9,174,4,43.9000,43.9000,41.6000,46.1000
13719,37,9,28,4,21.7000,21.7000,17.1000,27.1000
13720,37,9,7,4,44.0000,44.0000,37.9000,50.2000
13721,37,9,180,4,54.0000,54.0000,47.9000,60.1000
13722,16,9,153,4,42.3000,42.3000,39.0000,45.5000
13723,37,9,58,4,33.5000,33.5000,30.5000,36.7000
13724,34,9,167,4,95.0000,95.0000,,
13725,28,9,62,4,4.3000,4.3000,3.8000,4.8000
13726,34,9,80,4,89.4000,89.4000,79.5000,99.3000
13727,52,9,202,4,14.8000,14.8000,12.2000,17.7000
13728,24,9,6,4,22.4000,22.4000,20.6000,24.3000
13729,34,9,50,4,14.0000,14.0000,12.3000,15.9000
13730,52,9,26,4,80.6000,80.6000,77.2000,83.7000
13731,34,9,31,4,39.8000,39.8000,37.1000,42.5000
13732,17,9,64,4,10.4000,10.4000,9.0000,12.0000
13733,17,9,80,4,105.5000,105.5000,95.9000,115.0000
13734,43,9,161,4,34.7000,34.7000,33.2000,36.2000
13735,17,9,50,4,15.3000,15.3000,13.6000,17.2000
13736,21,9,50,4,23.1000,23.1000,16.7000,31.0000
13737,28,9,64,4,14.2000,14.2000,12.3000,16.4000
13738,43,9,159,4,1.9000,1.9000,1.6000,2.2000
13739,6,9,64,4,14.0000,14.0000,12.8000,15.4000
13740,21,9,58,4,44.3000,44.3000,36.1000,52.8000
13741,17,9,167,4,70.0000,70.0000,,
13742,43,9,190,4,74.9000,74.9000,68.5000,81.4000
13743,21,9,127,4,5.7000,5.7000,3.2000,9.7000
13744,17,9,180,4,63.7000,63.7000,59.2000,67.9000
13745,24,9,117,4,44.3000,44.3000,42.1000,46.6000
13746,6,9,167,4,444.0000,444.0000,,
13747,43,9,1,4,14.3000,14.3000,12.6000,16.2000
13748,24,9,41,4,12.5000,12.5000,11.1000,14.0000
13749,52,9,110,4,660.0000,660.0000,,
13750,17,9,41,4,13.5000,13.5000,12.0000,15.3000
13751,24,9,80,4,105.9000,105.9000,98.7000,113.2000
13752,17,9,118,4,13.3000,13.3000,11.6000,15.2000
13753,17,9,161,4,31.4000,31.4000,29.1000,33.8000
13754,17,9,158,4,4.2000,4.2000,3.6000,4.8000
13755,24,9,93,4,30.2000,30.2000,26.4000,34.1000
13756,52,9,50,4,15.5000,15.5000,12.8000,18.6000
13757,28,9,81,4,3165.0000,3165.0000,,
13758,16,9,28,4,41.2000,41.2000,37.9000,44.7000
13759,3,9,80,4,99.2000,99.2000,95.4000,103.0000
13760,8,9,113,4,22.3000,22.3000,20.5000,24.2000
13761,18,9,76,4,89.6000,89.6000,85.3000,93.9000
13762,27,9,113,4,25.2000,25.2000,23.2000,27.4000
13763,18,9,32,4,78.8000,78.8000,74.7000,82.4000
13764,8,9,160,4,13.7000,13.7000,12.3000,15.3000
13765,8,9,51,4,24.0000,24.0000,22.2000,25.9000
13766,3,9,28,4,35.3000,35.3000,32.1000,38.7000
13767,23,9,180,4,61.7000,61.7000,57.0000,66.2000
13768,23,9,51,4,22.3000,22.3000,19.8000,25.0000
13769,2,9,5,12,33.7000,33.7000,30.7000,36.8000
13770,32,9,32,12,79.7000,79.7000,75.4000,83.3000
13771,26,9,169,12,4.9000,4.9000,4.2000,5.6000
13772,50,9,81,12,4220.0000,4220.0000,,
13773,22,9,6,12,24.3000,24.3000,23.3000,25.3000
13774,50,9,113,12,17.9000,17.9000,16.5000,19.4000
13775,26,9,8,12,69.7000,69.7000,67.2000,72.0000
13776,2,9,95,12,3.1000,3.1000,2.7000,3.5000
13777,50,9,75,12,52.9000,52.9000,50.8000,54.9000
13778,2,9,191,12,39.1000,39.1000,24.8000,55.5000
13779,50,9,144,12,67.9000,67.9000,64.9000,70.9000
13780,2,9,68,12,6.8000,6.8000,4.4000,10.3000
13781,50,9,140,12,36.2000,36.2000,29.7000,43.3000
13782,2,9,73,12,37.5000,37.5000,31.3000,44.1000
13783,48,9,64,12,13.6000,13.6000,12.1000,15.2000
13784,50,9,139,12,55.7000,55.7000,48.4000,62.8000
13785,25,9,159,12,1.7000,1.7000,1.5000,1.9000
13786,2,9,134,12,19.4000,19.4000,17.0000,22.1000
13787,9,9,77,12,38.2000,38.2000,37.1000,39.3000
13788,50,9,171,12,1.6000,1.6000,1.3000,1.9000
13789,50,9,94,12,10.9000,10.9000,7.9000,15.0000
13790,26,9,145,12,1390.0000,1390.0000,,
13791,22,9,117,12,42.6000,42.6000,41.4000,43.9000
13792,49,9,27,12,19.7000,19.7000,17.2000,22.2000
13793,2,9,172,12,27.9000,27.9000,25.4000,30.6000
13794,26,9,50,12,13.6000,13.6000,12.5000,14.8000
13795,22,9,32,12,81.5000,81.5000,79.8000,83.1000
13796,48,9,202,12,14.4000,14.4000,12.9000,16.1000
13797,9,9,118,12,16.6000,16.6000,15.7000,17.5000
13798,50,9,201,12,10.4000,10.4000,9.8000,11.0000
13799,22,9,123,12,45.1000,45.1000,41.3000,48.8000
13800,26,9,110,12,527.0000,527.0000,,
13801,49,9,105,12,14.2000,14.2000,12.3000,16.1000
13802,9,9,8,12,71.4000,71.4000,69.7000,73.0000
13803,2,9,174,12,50.4000,50.4000,47.8000,52.9000
13804,32,9,95,12,4.3000,4.3000,3.6000,4.9000
13805,49,9,5,12,31.1000,31.1000,28.4000,33.7000
13806,9,9,155,12,28.5000,28.5000,27.4000,29.5000
13807,2,9,49,12,8.1000,8.1000,6.8000,9.7000
13808,9,9,105,12,9.2000,9.2000,8.7000,9.8000
13809,50,9,9,12,3.8000,3.8000,3.1000,4.8000
13810,22,9,72,12,61.8000,61.8000,57.4000,66.0000
13811,9,9,144,12,74.3000,74.3000,72.1000,76.5000
13812,49,9,70,12,11.5000,11.5000,10.6000,12.5000
13813,32,9,50,12,15.9000,15.9000,13.9000,18.2000
13814,32,9,58,12,35.9000,35.9000,33.0000,38.9000
13815,26,9,113,12,16.8000,16.8000,15.7000,18.0000
13816,49,9,73,12,32.0000,32.0000,27.8000,36.4000
13817,50,9,118,12,16.9000,16.9000,15.3000,18.7000
13818,22,9,189,12,6.0000,6.0000,5.5000,6.5000
13819,49,9,97,12,4.4000,4.4000,3.6000,5.5000
13820,9,9,122,12,6.4000,6.4000,6.2000,6.7000
13821,49,9,40,12,72.5000,72.5000,70.4000,74.4000
13822,22,9,96,12,2.2000,2.2000,2.1000,2.4000
13823,50,9,170,12,5.5000,5.5000,5.3300,5.6700
13824,2,9,21,12,59.2600,59.2600,58.1100,60.4100
13825,48,9,136,12,20.3000,20.3000,18.6000,22.2000
13826,22,9,138,12,3.8000,3.8000,2.1000,6.6000
13827,9,9,121,12,19.4000,19.4000,18.5000,20.4000
13828,50,9,168,12,44.5000,44.5000,42.3000,46.7000
13829,48,9,80,12,124.3000,124.3000,121.6000,127.1000
13830,50,9,83,12,7.0000,7.0000,4.6000,10.4000
13831,2,9,113,12,21.9000,21.9000,19.9000,24.0000
13832,27,9,118,12,18.7000,18.7000,17.5000,19.9000
13833,49,9,119,12,23.5000,23.5000,22.5000,24.5000
13834,26,9,105,12,16.6000,16.6000,14.1000,19.1000
13835,49,9,191,12,40.2000,40.2000,31.7000,49.4000
13836,2,9,142,12,114.7000,114.7000,109.0000,120.4000
13837,48,9,144,12,113.5000,113.5000,109.9000,117.1000
13838,22,9,170,12,2.2200,2.2200,2.0200,2.4200
13839,9,9,168,12,43.8000,43.8000,42.6000,45.1000
13840,26,9,73,12,36.3000,36.3000,32.1000,40.6000
13841,9,9,29,12,11.0000,11.0000,10.2000,11.9000
13842,26,9,63,12,10.8000,10.8000,9.7000,12.0000
13843,22,9,75,12,50.5000,50.5000,47.0000,54.1000
13844,22,9,103,12,13.8000,13.8000,12.9000,14.7000
13845,26,9,122,12,3.2000,3.2000,2.4000,4.2000
13846,9,9,188,12,31.6000,31.6000,30.4000,32.8000
13847,26,9,196,12,30.7000,30.7000,28.9000,32.5000
13848,32,9,189,12,9.3000,9.3000,7.7000,11.1000
13849,26,9,146,12,2.2800,2.2800,2.0400,2.5200
13850,48,9,127,12,8.6000,8.6000,7.4000,9.9000
13851,48,9,20,12,17007.0000,17007.0000,,
13852,26,9,13,12,90.9000,90.9000,88.6000,92.8000
13853,9,9,167,12,4483.0000,4483.0000,,
13854,9,9,125,12,24.3000,24.3000,20.8000,28.2000
13855,9,9,50,12,11.6000,11.6000,11.0000,12.3000
13856,32,9,93,12,154.6000,154.6000,145.8000,163.3000
13857,50,9,77,12,38.2000,38.2000,36.2000,40.2000
13858,43,9,48,12,36.2000,36.2000,32.6000,39.9000
13859,34,9,38,12,66.7000,66.7000,60.0000,72.8000
13860,28,9,34,12,54539.0000,54539.0000,,
13861,6,9,131,12,43.2000,43.2000,41.7000,44.6000
13862,17,9,58,12,31.7000,31.7000,30.3000,33.1000
13863,24,9,81,12,4147.0000,4147.0000,,
13864,34,9,81,12,194.0000,194.0000,,
13865,28,9,75,12,59.3000,59.3000,57.3000,61.4000
13866,17,9,78,12,291.1000,291.1000,278.2000,304.0000
13867,28,9,188,12,33.8000,33.8000,31.7000,36.0000
13868,28,9,70,12,20.8000,20.8000,11.5000,34.7000
13869,43,9,134,12,18.2000,18.2000,17.4000,19.1000
13870,28,9,72,12,63.3000,63.3000,56.0000,70.0000
13871,34,9,94,12,4.4000,4.4000,2.3000,8.0000
13872,17,9,170,12,2.4100,2.4100,2.1700,2.6400
13873,34,9,99,12,12.0000,12.0000,10.1000,14.4000
13874,52,9,168,12,44.1000,44.1000,41.1000,47.2000
13875,52,9,125,12,26.0000,26.0000,19.7000,33.5000
13876,21,9,26,12,85.5000,85.5000,77.0000,91.2000
13877,34,9,31,12,34.0000,34.0000,31.2000,36.9000
13878,17,9,168,12,45.0000,45.0000,43.2000,46.9000
13879,52,9,181,12,18.9000,18.9000,13.2000,26.4000
13880,34,9,199,12,98.8000,98.8000,96.9000,99.5000
13881,52,9,145,12,8755.0000,8755.0000,,
13882,52,9,149,12,10.2000,10.2000,8.8000,11.8000
13883,17,9,15,12,19.0000,19.0000,14.5000,24.5000
13884,34,9,125,12,17.0000,17.0000,10.4000,26.6000
13885,35,9,72,12,61.3000,61.3000,56.0000,66.3000
13886,52,9,76,12,260.9000,260.9000,257.3000,264.6000
13887,52,9,171,12,1.6000,1.6000,1.4000,1.9000
13888,6,9,202,12,17.4000,17.4000,16.4000,18.6000
13889,24,9,201,12,16.0000,16.0000,15.2000,16.9000
13890,24,9,9,12,3.2000,3.2000,2.8000,3.8000
13891,21,9,62,12,1.8000,1.8000,.9000,2.8000
13892,28,9,152,12,2.8000,2.8000,2.4000,3.1000
13893,43,9,203,12,14.3000,14.3000,9.6000,20.8000
13894,17,9,138,12,1.7000,1.7000,.7000,3.8000
13895,17,9,141,12,5.2000,5.2000,5.0000,5.4000
13896,52,9,191,12,47.0000,47.0000,36.9000,57.5000
13897,17,9,131,12,39.4000,39.4000,37.7000,41.0000
13898,17,9,80,12,144.0000,144.0000,138.0000,150.0000
13899,34,9,10,12,6.7000,6.7000,4.1000,10.6000
13900,52,9,73,12,35.6000,35.6000,28.4000,43.6000
13901,43,9,179,12,392.0000,392.0000,,
13902,43,9,34,12,19036.0000,19036.0000,,
13903,24,9,195,12,19.4000,19.4000,18.1000,20.7000
13904,28,9,143,12,66.3000,66.3000,60.2000,72.0000
13905,28,9,130,12,160.0000,160.0000,,
13906,52,9,83,12,9.6000,9.6000,7.2000,12.7000
13907,30,9,133,12,16.1000,16.1000,13.8000,18.8000
13908,28,9,22,12,3842.0000,3842.0000,,
13909,24,9,104,12,14.8000,14.8000,10.8000,19.8000
13910,52,9,188,12,28.3000,28.3000,25.9000,30.8000
13911,28,9,100,12,11.7000,11.7000,2.7000,38.2000
13912,34,9,146,12,3.2700,3.2700,2.7600,3.7900
13913,52,9,172,12,28.8000,28.8000,26.4000,31.3000
13914,6,9,127,12,10.9000,10.9000,10.0000,11.7000
13915,34,9,53,12,3.9000,3.9000,2.5000,5.9000
13916,6,9,97,12,2.9000,2.9000,2.4000,3.4000
13917,52,9,75,12,64.4000,64.4000,62.6000,66.2000
13918,24,9,32,12,80.3000,80.3000,78.3000,82.2000
13919,28,9,73,12,39.9000,39.9000,34.8000,45.2000
13920,43,9,140,12,26.4000,26.4000,19.8000,34.2000
13921,6,9,6,12,29.3000,29.3000,28.1000,30.6000
13922,21,9,186,12,26.8000,26.8000,20.1000,34.7000
13923,28,9,116,12,44.5000,44.5000,42.0000,47.0000
13924,34,9,149,12,6.7000,6.7000,5.2000,8.6000
13925,17,9,114,12,40.8000,40.8000,36.2000,45.6000
13926,28,9,94,12,9.8000,9.8000,6.4000,14.7000
13927,43,9,63,12,9.3000,9.3000,8.7000,9.9000
13928,43,9,59,12,15.1800,15.1800,14.7500,15.6200
13929,34,9,117,12,33.0000,33.0000,30.1000,35.9000
13930,52,9,117,12,41.2000,41.2000,38.5000,44.0000
13931,52,9,55,12,18.1000,18.1000,15.9000,20.6000
13932,34,9,100,12,5.6000,5.6000,3.4000,9.0000
13933,17,9,9,12,3.2000,3.2000,2.7000,3.8000
13934,52,9,32,12,83.7000,83.7000,80.0000,86.8000
13935,6,9,143,12,63.6000,63.6000,60.2000,66.9000
13936,21,9,36,12,8.5000,8.5000,5.6000,12.6000
13937,17,9,6,12,30.1000,30.1000,28.6000,31.5000
13938,52,9,140,12,27.0000,27.0000,23.9000,30.3000
13939,52,9,116,12,42.7000,42.7000,39.7000,45.6000
13940,28,9,77,12,40.6000,40.6000,38.6000,42.7000
13941,17,9,59,12,12.0800,12.0800,11.5300,12.6200
13942,6,9,190,12,379.5000,379.5000,371.7000,387.3000
13943,43,9,126,12,34.4000,34.4000,30.6000,38.3000
13944,43,9,62,12,3.2000,3.2000,3.1000,3.4000
13945,52,9,21,12,83.7800,83.7800,83.2500,84.3100
13946,34,9,23,12,21.9000,21.9000,15.5000,29.9000
13947,30,9,75,12,92.2000,92.2000,90.5000,94.0000
13948,25,9,180,12,58.7000,58.7000,55.8000,61.6000
13949,42,9,114,12,48.2000,48.2000,42.8000,53.7000
13950,25,9,21,12,55.0800,55.0800,53.5000,56.6500
13951,14,9,51,12,16.1000,16.1000,14.1000,18.4000
13952,25,9,95,12,2.9000,2.9000,2.6000,3.2000
13953,14,9,7,12,53.5000,53.5000,45.6000,61.2000
13954,54,9,106,12,32.1000,32.1000,29.7000,34.5000
13955,14,9,62,12,2.9000,2.9000,2.4000,3.3000
13956,53,9,34,12,22021.0000,22021.0000,,
13957,42,9,64,12,13.4000,13.4000,12.2000,14.7000
13958,42,9,196,12,32.5000,32.5000,30.6000,34.5000
13959,25,9,110,12,284.0000,284.0000,,
13960,25,9,170,12,2.8600,2.8600,2.5000,3.2300
13961,14,9,186,12,31.2000,31.2000,27.9000,34.7000
13962,44,9,181,12,28.6000,28.6000,24.4000,33.3000
13963,54,9,6,12,31.0000,31.0000,29.5000,32.6000
13964,42,9,174,12,52.6000,52.6000,50.7000,54.6000
13965,45,9,115,12,77.9000,77.9000,75.3000,80.4000
13966,44,9,190,12,316.5000,316.5000,311.1000,321.8000
13967,42,9,63,12,10.0000,10.0000,9.0000,11.2000
13968,44,9,188,12,30.6000,30.6000,29.3000,31.9000
13969,54,9,100,12,14.9000,14.9000,12.5000,17.7000
13970,42,9,75,12,59.1000,59.1000,57.5000,60.6000
13971,25,9,32,12,82.0000,82.0000,79.5000,84.3000
13972,53,9,171,12,1.9000,1.9000,1.5000,2.4000
13973,53,9,9,12,3.6000,3.6000,3.0000,4.4000
13974,45,9,25,12,10.8000,10.8000,9.2000,12.6000
13975,53,9,62,12,3.5000,3.5000,3.2000,3.8000
13976,44,9,60,12,116.6500,116.6500,116.0000,117.3000
13977,15,9,38,12,47.9000,47.9000,32.3000,63.9000
13978,54,9,118,12,16.0000,16.0000,14.6000,17.4000
13979,45,9,41,12,13.4000,13.4000,12.2000,14.8000
13980,54,9,26,12,77.3000,77.3000,75.7000,78.7000
13981,45,9,20,12,6964.0000,6964.0000,,
13982,54,9,201,12,17.3000,17.3000,16.5000,18.1000
13983,53,9,88,12,1.3000,1.3000,1.0000,1.7000
13984,54,9,75,12,63.6000,63.6000,60.8000,66.3000
13985,55,9,117,12,49.5000,49.5000,47.1000,51.9000
13986,55,9,28,12,32.9000,32.9000,29.5000,36.5000
13987,55,9,196,12,37.3000,37.3000,34.7000,39.9000
13988,55,9,114,12,32.6000,32.6000,26.9000,39.0000
13989,55,9,171,12,2.8000,2.8000,2.2000,3.3000
13990,55,9,76,12,346.7000,346.7000,340.3000,353.1000
13991,55,9,121,12,27.9000,27.9000,25.9000,30.0000
13992,55,9,94,12,10.4000,10.4000,7.7000,14.0000
13993,55,9,195,12,25.8000,25.8000,23.5000,28.1000
13994,55,9,158,12,4.7000,4.7000,3.7000,6.2000
13995,55,9,118,12,17.3000,17.3000,15.5000,19.3000
13996,55,9,72,12,63.6000,63.6000,55.3000,71.1000
13997,55,9,21,12,110.6000,110.6000,109.5500,111.6400
13998,55,9,93,12,178.9000,178.9000,172.3000,185.6000
13999,55,9,9,12,2.1000,2.1000,1.5000,2.9000
14000,55,9,124,12,14.9000,14.9000,13.3000,16.7000
14001,55,9,23,12,23.6000,23.6000,19.1000,28.8000
14002,55,9,48,12,43.1000,43.1000,36.0000,50.6000
14003,55,9,6,12,34.7000,34.7000,32.5000,37.0000
14004,55,9,32,12,83.8000,83.8000,80.8000,86.4000
14005,46,9,49,12,6.3000,6.3000,5.4000,7.4000
14006,20,9,49,12,10.3000,10.3000,9.2000,11.5000
14007,13,9,51,12,22.3000,22.3000,21.1000,23.5000
14008,41,9,89,12,1.6000,1.6000,1.3000,2.1000
14009,13,9,72,12,60.8000,60.8000,55.8000,65.7000
14010,40,9,191,12,14.9000,14.9000,10.2000,21.3000
14011,20,9,146,12,5.0600,5.0600,4.8100,5.3100
14012,40,9,105,12,16.5000,16.5000,15.9000,17.1000
14013,33,9,153,12,20.1000,20.1000,13.7000,28.5000
14014,20,9,7,12,44.5000,44.5000,39.4000,49.8000
14015,11,9,119,12,25.3000,25.3000,20.8000,30.5000
